City,Fuel Type,Body Type,km,price,ownerNo,Manufacturer,model,modelYear,Insurance Validity,Engine Displacement,Transmission,Mileage,Seats,Color,No of Cylinder,Drive Type,Seating Capacity,Steering Type,No Door Numbers
Chennai,Petrol,SUV,10000,2000000,1,Toyota,Toyota Hyryder,1970-01-01 00:00:00.000002023,Third Party insurance,1462.0,Automatic,20.58,5,Dark Black,4,2WD,5,Electric,5
Chennai,Petrol,Hatchback,45636,436000,1,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002016,Comprehensive,998.0,Automatic,20.51,5,Silver,3,FWD,5,Power,5
Chennai,Petrol,Sedan,58698,681000,1,Maruti,Maruti Ciaz,1970-01-01 00:00:00.000002017,Comprehensive,1373.0,Automatic,19.12,5,Silver,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,10000,590000,1,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002023,Third Party insurance,998.0,Manual,24.35,5,Dark Black,3,FWD,5,Power,5
Chennai,Diesel,Hatchback,77603,632000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002016,Comprehensive,1248.0,Manual,27.39,5,Silver,4,FWD,5,Power,5
Chennai,Diesel,SUV,60000,890000,1,Maruti,Maruti Vitara Brezza,1970-01-01 00:00:00.000002019,Third Party insurance,1248.0,Automatic,24.3,5,Red,4,FWD,5,Power,5
Chennai,Diesel,Sedan,65675,726000,2,Honda,Honda Amaze,1970-01-01 00:00:00.000002018,Comprehensive,1498.0,Automatic,23.8,5,Silver,4,FWD,5,Power,4
Chennai,Diesel,Sedan,120797,551000,1,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002015,Comprehensive,1248.0,Manual,26.59,5,Silver,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,10000,850000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002019,Third Party insurance,1197.0,Automatic,17.4,5,White,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,18228,382000,2,Maruti,Maruti Alto K10,1970-01-01 00:00:00.000002018,Third Party insurance,998.0,Manual,23.95,5,Grey,3,FWD,5,Power,5
Chennai,Diesel,Sedan,33654,765000,1,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002017,Comprehensive,1248.0,Manual,19.3,5,Silver,4,2 WD,5,Power,4
Chennai,Petrol,Hatchback,61633,195000,2,Maruti,Maruti Zen Estilo,1970-01-01 00:00:00.000002010,Comprehensive,998.0,Manual,19.0,5,Silver,3,FWD,5,Power,5
Chennai,Petrol,Hatchback,45333,390000,1,Renault,Renault KWID,1970-01-01 00:00:00.000002018,Comprehensive,999.0,Manual,23.01,5,Silver,3,FWD,5,Power,5
Chennai,Diesel,Hatchback,63670,480000,1,Hyundai,Hyundai Grand i10,1970-01-01 00:00:00.000002018,Third Party insurance,1186.0,Manual,24.0,5,Red,3,FWD,5,Power,5
Chennai,Diesel,Hatchback,95535,455000,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002013,Comprehensive,1248.0,Manual,22.9,5,Grey,4,FWD,5,Power,5
Chennai,Diesel,MUV,175000,1750000,1,Toyota,Toyota Innova Crysta,1970-01-01 00:00:00.000002016,Comprehensive,2755.0,Automatic,11.36,7,Brown,4,RWD,7,Power,5
Chennai,Diesel,Hatchback,80000,520000,2,Volkswagen,Volkswagen Polo,1970-01-01 00:00:00.000002015,Third Party insurance,1498.0,Manual,20.14,5,Dark Black,4,FWD,5,Power,5
Chennai,Diesel,MUV,55500,2625000,1,Toyota,Toyota Innova Crysta,1970-01-01 00:00:00.000002020,Comprehensive,2393.0,Automatic,13.68,7,White,4,RWD,7,Power,5
Chennai,Petrol,SUV,42375,782000,2,Honda,Honda WR-V,1970-01-01 00:00:00.000002017,Third Party insurance,1199.0,Manual,17.5,5,Silver,4,FWD,5,Electric,5
Chennai,Diesel,Sedan,63155,611000,2,Hyundai,Hyundai Xcent,1970-01-01 00:00:00.000002018,Third Party insurance,1186.0,Manual,25.4,5,Silver,3,FWD,5,Power,4
Chennai,Diesel,SUV,85000,1700000,2,Toyota,Toyota Fortuner,1970-01-01 00:00:00.000002015,Comprehensive,2982.0,Manual,13.0,7,White,4,FWD,7,Power,5
Chennai,Diesel,Sedan,106121,515000,1,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002014,Third Party,1248.0,Manual,23.4,5,Silver,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,51012,679000,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002022,Comprehensive,1197.0,Manual,22.38,5,Dark Black,4,FWD,5,Electric,5
Chennai,Petrol,Sedan,62930,409999,1,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002012,Third Party insurance,1197.0,Manual,19.0,5,Grey,4,FWD,5,Power,4
Chennai,Diesel,SUV,111242,798000,1,Mahindra,Mahindra TUV 300,1970-01-01 00:00:00.000002019,Third Party insurance,1493.0,Manual,18.49,7,Dark Black,3,RWD,7,Power,5
Chennai,Petrol,SUV,16000,944999,1,Kia,Kia Sonet,1970-01-01 00:00:00.000002022,Comprehensive,1197.0,Manual,18.4,5,Maroon,4,FWD,5,Electric,5
Chennai,Diesel,SUV,72898,885000,1,Renault,Renault Duster,1970-01-01 00:00:00.000002018,Third Party,1461.0,Manual,19.6,5,White,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,97326,574000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002018,Zero Dep,1197.0,Manual,18.6,5,Silver,4,FWD,5,Power,5
Chennai,Diesel,SUV,1870,710000,1,Honda,Honda WR-V,1970-01-01 00:00:00.000002018,Comprehensive,1498.0,Manual,25.5,5,PREMIUM AMBER METALLIC,4,FWD,5,Electric,5
Chennai,Petrol,Hatchback,10000,620000,1,Hyundai,Hyundai Santro,1970-01-01 00:00:00.000002022,Third Party insurance,1086.0,Automatic,20.3,5,Black,4,FWD,5,Electric,5
Chennai,Diesel,Hatchback,110000,225000,1,Chevrolet,Chevrolet Beat,1970-01-01 00:00:00.000002016,Third Party insurance,936.0,Manual,25.44,5,Dark Black,3,FWD,5,Power,5
Chennai,Petrol,Hatchback,20000,500000,1,Maruti,Maruti Ignis,1970-01-01 00:00:00.000002017,Third Party insurance,1197.0,Manual,20.89,5,Red,4,FWD,5,Electrical,5
Chennai,Diesel,SUV,70000,1150000,1,Hyundai,Hyundai Creta,1970-01-01 00:00:00.000002018,Third Party insurance,1582.0,Manual,19.67,5,Dark Black,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,30000,285000,1,Datsun,Datsun RediGO,1970-01-01 00:00:00.000002018,Third Party insurance,799.0,Manual,22.7,5,Dark Black,3,2WD,5,Power,5
Chennai,Petrol,Sedan,167332,445000,0,Honda,Honda City,1970-01-01 00:00:00.000002015,Third Party insurance,1497.0,Manual,17.4,5,Brown,4,FWD,5,Power,4
Chennai,Petrol,Sedan,71887,550000,2,Honda,Honda City,1970-01-01 00:00:00.000002015,Comprehensive,1497.0,Manual,17.4,5,TITANIUM GREY,4,FWD,5,Power,4
Chennai,Diesel,Hatchback,100000,200000,2,Ford,Ford Figo,1970-01-01 00:00:00.000002011,Third Party insurance,1399.0,Manual,20.0,5,Dark Black,4,Front Wheel Drive,5,Power,5
Chennai,Petrol,SUV,20000,1300000,2,Skoda,Skoda Kushaq,1970-01-01 00:00:00.000002021,Third Party insurance,999.0,Automatic,17.2,5,White,3,FWD,5,Electric,5
Chennai,Petrol,SUV,61426,678000,2,Renault,Renault Duster,1970-01-01 00:00:00.000002018,Third Party,1498.0,Manual,14.19,5,Brown,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,121735,310000,2,Toyota,Toyota Etios Liva,1970-01-01 00:00:00.000002012,Third Party insurance,1197.0,Manual,18.3,5,Black,4,FWD,5,Power,4
Chennai,Petrol,SUV,15000,1825000,1,Hyundai,Hyundai Creta,1970-01-01 00:00:00.000002022,Comprehensive,1497.0,Automatic,18.9,5,White,4,FWD,5,Power,5
Chennai,Diesel,Hatchback,71195,430999,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002013,Comprehensive,1248.0,Manual,22.9,5,Red,4,FWD,5,Power,5
Chennai,Petrol,Sedan,91700,728000,1,Volkswagen,Volkswagen Vento,1970-01-01 00:00:00.000002016,Third Party,1197.0,Automatic,18.19,5,Brown,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,132724,225000,0,Maruti,Maruti Alto K10,1970-01-01 00:00:00.000002015,Third Party insurance,998.0,Manual,23.95,5,Red,3,FWD,5,Power,5
Chennai,Diesel,SUV,59232,861000,1,Maruti,Maruti Vitara Brezza,1970-01-01 00:00:00.000002016,Comprehensive,1248.0,Manual,24.3,5,Silver,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,55023,780000,1,Volkswagen,Volkswagen Polo,1970-01-01 00:00:00.000002017,Third Party insurance,1197.0,Automatic,17.21,5,Red,4,FWD,5,Power,5
Chennai,Diesel,SUV,58323,1478000,1,Hyundai,Hyundai Creta,1970-01-01 00:00:00.000002020,Third Party,1493.0,Manual,18.9,5,Blue,4,FWD,5,Power,5
Chennai,Diesel,SUV,73498,695000,2,Mahindra,Mahindra TUV 300,1970-01-01 00:00:00.000002016,Third Party,1493.0,Manual,18.49,7,Black,3,RWD,7,Power,5
Chennai,Diesel,SUV,52743,800000,1,Maruti,Maruti Vitara Brezza,1970-01-01 00:00:00.000002018,Comprehensive,1248.0,Manual,24.3,5,White,4,FWD,5,Power,5
Chennai,Diesel,SUV,49000,2700000,1,BMW,BMW X1,1970-01-01 00:00:00.000002018,Comprehensive,1995.0,Automatic,17.05,5,White,4,RWD,5,Power,5
Chennai,Diesel,Sedan,100000,420000,2,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002012,Third Party insurance,1582.0,Manual,22.32,5,Dark Black,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,111350,290000,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002011,Comprehensive,1197.0,Manual,16.1,5,COPPER,4,FWD,5,Power,5
Chennai,Diesel,SUV,105000,2000000,2,Land Rover,Land Rover Range Rover Evoque,1970-01-01 00:00:00.000002013,Comprehensive,2179.0,Automatic,12.7,5,Red,4,4WD,5,Power,5
Chennai,Diesel,Sedan,150000,100000,1,Skoda,Skoda Octavia,1970-01-01 00:00:00.000002005,Third Party insurance,1896.0,Manual,18.7,5,Gray,4,FWD,5,Power,4
Chennai,Cng,Hatchback,20000,650000,1,Tata,Tata Tiago,1970-01-01 00:00:00.000002022,Third Party insurance,1199.0,Manual,26.49,5,Dark Black,3,FWD,5,Electric,5
Chennai,Diesel,Sedan,63134,500000,1,Ford,Ford Aspire,1970-01-01 00:00:00.000002017,Third Party insurance,1498.0,Manual,25.83,5,Silver,4,FWD,5,Power,4
Chennai,Petrol,Sedan,89547,790000,1,Honda,Honda City,1970-01-01 00:00:00.000002019,Third Party insurance,1497.0,Automatic,17.4,5,White,4,FWD,5,Power,4
Chennai,Diesel,SUV,25000,900000,1,Ford,Ford Ecosport,1970-01-01 00:00:00.000002018,Comprehensive,1498.0,Manual,21.7,5,Blue,4,FWD,5,Electric,5
Chennai,Petrol,Hatchback,61583,568000,2,Volkswagen,Volkswagen Polo,1970-01-01 00:00:00.000002016,Third Party,1199.0,Manual,16.2,5,Silver,3,FWD,5,Power,5
Chennai,Diesel,Sedan,102002,461000,1,Honda,Honda Amaze,1970-01-01 00:00:00.000002015,Third Party,1498.0,Manual,25.8,5,Silver,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,38980,400000,2,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002016,Comprehensive,998.0,Manual,18.9,5,Grey,3,FWD,5,Power,4
Chennai,Petrol,Sedan,108463,983000,1,Hyundai,Hyundai Elantra,1970-01-01 00:00:00.000002017,Third Party,1999.0,Automatic,14.62,5,Blue,4,FWD,5,Power,4
Chennai,Petrol,SUV,30033,739000,1,Honda,Honda WR-V,1970-01-01 00:00:00.000002017,Zero Dep,1199.0,Manual,17.5,5,Brown,4,FWD,5,Electric,5
Chennai,Petrol,Hatchback,29084,340000,1,Renault,Renault KWID,1970-01-01 00:00:00.000002016,Comprehensive,799.0,Manual,25.17,5,Brown,3,FWD,5,Power,5
Chennai,Petrol,Hatchback,69437,366000,3,Maruti,Maruti Celerio,1970-01-01 00:00:00.000002016,Third Party,998.0,Manual,23.1,5,White,3,FWD,5,Power,5
Chennai,Petrol,Sedan,70000,300000,2,Honda,Honda New Accord,1970-01-01 00:00:00.000002009,Third Party insurance,2354.0,Manual,12.8,5,Dark Black,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,88122,368000,3,Maruti,Maruti Swift,1970-01-01 00:00:00.000002013,Comprehensive,1197.0,Manual,22.38,5,Dark Black,4,FWD,5,Electric,5
Chennai,Petrol,Sedan,98263,346000,2,Volkswagen,Volkswagen Vento,1970-01-01 00:00:00.000002011,Third Party,1598.0,Manual,15.04,5,Dark Black,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,73674,450000,2,Honda,Honda Jazz,1970-01-01 00:00:00.000002016,Comprehensive,1199.0,Manual,18.7,5,White,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,37718,450000,1,Maruti,Maruti Celerio,1970-01-01 00:00:00.000002016,Comprehensive,998.0,Manual,23.1,5,Blue,3,FWD,5,Power,5
Chennai,Diesel,Hatchback,66030,590000,1,Honda,Honda Jazz,1970-01-01 00:00:00.000002016,Third Party insurance,1498.0,Manual,27.3,5,White,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,72110,185000,1,Hyundai,Hyundai Santro Xing,1970-01-01 00:00:00.000002006,Third Party insurance,1086.0,Manual,17.0,5,R EARTH,4,FWD,5,Power,4
Chennai,Petrol,Hybrids,35000,8200000,1,Volvo,Volvo XC 90,1970-01-01 00:00:00.000002017,Comprehensive,1969.0,Automatic,18.0,4,White,4,AWD,4,Power,5
Chennai,Petrol,Sedan,100000,200000,1,Honda,Honda City,1970-01-01 00:00:00.000002008,Third Party insurance,1497.0,Manual,17.0,5,Gray,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,10000,300000,1,Hyundai,Hyundai Grand i10,1970-01-01 00:00:00.000002013,Third Party insurance,1197.0,Manual,18.9,5,Orange,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,20000,150000,1,Maruti,Maruti Ritz,1970-01-01 00:00:00.000002010,Third Party insurance,1197.0,Manual,21.1,5,Dark Black,4,FWD,5,Power,5
Chennai,Petrol,Minivans,90000,80000,3,Maruti,Maruti Versa,1970-01-01 00:00:00.000002002,Third Party insurance,1298.0,Manual,11.3,8,Dark Black,4,FWD,8,Power,5
Chennai,Petrol,Hatchback,90000,180000,4,Fiat,Fiat Punto,1970-01-01 00:00:00.000002014,Third Party insurance,1172.0,Manual,15.7,5,Dark Black,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,56118,843000,1,Toyota,Toyota Glanza,1970-01-01 00:00:00.000002020,Third Party insurance,1197.0,Automatic,19.56,5,Red,4,FWD,5,Electric,5
Chennai,Petrol,Hatchback,93968,300000,1,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002012,Comprehensive,1197.0,Manual,20.36,5,Silver,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,30000,560000,1,Hyundai,Hyundai Grand i10 Nios,1970-01-01 00:00:00.000002021,Third Party insurance,1197.0,Manual,20.7,5,Dark Black,4,FWD,5,Electric,5
Chennai,Petrol,Hatchback,41364,744000,2,Volkswagen,Volkswagen Polo,1970-01-01 00:00:00.000002020,Third Party,999.0,Manual,17.74,5,White,3,FWD,5,Electronic,5
Chennai,Petrol,Sedan,108898,419000,2,Honda,Honda City,1970-01-01 00:00:00.000002013,Comprehensive,1497.0,Automatic,16.8,5,Silver,4,FWD,5,Power,4
Chennai,Petrol,MUV,3500,2655000,1,Toyota,Toyota Innova Crysta,1970-01-01 00:00:00.000002022,Comprehensive,2694.0,Automatic,8.0,7,White,4,RWD,7,Power,5
Chennai,Petrol,SUV,35589,1369000,1,Kia,Kia Seltos,1970-01-01 00:00:00.000002020,Comprehensive,1497.0,Manual,16.8,5,White,4,FWD,5,Electric,5
Chennai,Petrol,Sedan,150000,90000,1,Mitsubishi,Mitsubishi Lancer,1970-01-01 00:00:00.000002003,Third Party insurance,1468.0,Manual,13.7,5,Black,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,41514,380000,1,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002016,Comprehensive,1086.0,Manual,19.81,5,Silver,4,FWD,5,Power,5
Chennai,Petrol,MUV,27925,661000,1,Renault,Renault Triber,1970-01-01 00:00:00.000002021,Third Party,999.0,Manual,20.0,7,Silver,3,FWD,7,Electric,5
Chennai,Petrol,Sedan,10000,2000000,1,Skoda,Skoda Slavia,1970-01-01 00:00:00.000002022,Third Party insurance,1498.0,Automatic,18.41,5,Black,4,FWD,5,Electric,4
Chennai,Petrol,SUV,40000,320000,2,Mahindra,Mahindra KUV 100,1970-01-01 00:00:00.000002017,Third Party insurance,1198.0,Manual,18.15,6,Dark Black,3,FWD,6,Power,5
Chennai,Petrol,Hatchback,60000,200000,2,Hyundai,Hyundai EON,1970-01-01 00:00:00.000002014,Third Party insurance,814.0,Manual,21.1,5,Dark Black,3,FWD,5,Power,5
Chennai,Petrol,Sedan,90000,145000,5,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002008,Third Party insurance,1599.0,Manual,13.9,5,Black,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,65744,325000,3,Volkswagen,Volkswagen Polo,1970-01-01 00:00:00.000002013,Third Party insurance,1198.0,Manual,16.47,5,Red,3,FWD,5,Power,5
Chennai,Petrol,Hatchback,80000,200000,4,Maruti,Maruti A-Star,1970-01-01 00:00:00.000002011,Third Party insurance,998.0,Automatic,16.98,5,Dark Black,3,FWD,5,Power,5
Chennai,Petrol,MUV,30000,1025000,2,Maruti,Maruti Ertiga,1970-01-01 00:00:00.000002020,Third Party insurance,1462.0,Automatic,17.99,7,Dark Black,4,FWD,7,Power,5
Chennai,Diesel,Hatchback,60000,50000,3,Tata,Tata Indica,1970-01-01 00:00:00.000002007,Third Party insurance,1396.0,Manual,17.2,5,Silver,4,FWD,5,Manual,4
Chennai,Petrol,SUV,20000,1300000,1,Skoda,Skoda Kushaq,1970-01-01 00:00:00.000002022,Third Party insurance,999.0,Automatic,17.2,5,Gray,3,FWD,5,Electric,5
Chennai,Petrol,Sedan,90000,231999,3,Volkswagen,Volkswagen Vento,1970-01-01 00:00:00.000002012,Third Party insurance,1598.0,Manual,15.8,5,Dark Black,4,Two Wheel Drive,5,Power,4
Chennai,Petrol,SUV,18655,1639000,1,Volkswagen,Volkswagen Taigun,1970-01-01 00:00:00.000002021,Third Party,1498.0,Manual,17.88,5,Silver,4,FWD,5,Electric,5
Chennai,Petrol,Hatchback,51578,536000,1,Tata,Tata Tiago,1970-01-01 00:00:00.000002020,Third Party insurance,1199.0,Manual,19.01,5,White,3,FWD,5,Electric,5
Chennai,Diesel,Hatchback,113000,229999,1,Ford,Ford Figo,1970-01-01 00:00:00.000002012,Comprehensive,1498.0,Manual,25.83,5,White,4,FWD,5,EPAS,5
Chennai,Petrol,Hatchback,27861,357000,1,Renault,Renault KWID,1970-01-01 00:00:00.000002016,Third Party insurance,799.0,Manual,25.17,5,White,3,FWD,5,Power,5
Chennai,Petrol,Sedan,20419,786000,1,Maruti,Maruti Ciaz,1970-01-01 00:00:00.000002020,Third Party,1462.0,Manual,21.56,5,Silver,4,FWD,5,Power,4
Chennai,Petrol,Sedan,49165,409999,2,Volkswagen,Volkswagen Vento,1970-01-01 00:00:00.000002013,Third Party insurance,1598.0,Manual,16.09,5,White,4,FWD,5,Power,4
Chennai,Petrol,SUV,38309,607000,2,Honda,Honda WR-V,1970-01-01 00:00:00.000002018,Comprehensive,1199.0,Manual,17.5,5,Dark Black,4,FWD,5,Electric,5
Chennai,Petrol,SUV,12000,1150000,1,Toyota,Toyota Urban cruiser,1970-01-01 00:00:00.000002022,Comprehensive,1462.0,Automatic,18.76,5,White,4,FWD,5,Electronic,5
Chennai,Petrol,Hatchback,27872,684000,1,Honda,Honda Jazz,1970-01-01 00:00:00.000002017,Comprehensive,1199.0,Automatic,19.0,5,Brown,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,14023,451000,1,Renault,Renault KWID,1970-01-01 00:00:00.000002022,Third Party,799.0,Manual,22.25,5,Red,3,FWD,5,Electric,5
Chennai,Petrol,MUV,30000,985000,1,Maruti,Maruti Ertiga,1970-01-01 00:00:00.000002019,Third Party insurance,1462.0,Manual,19.34,7,White,4,2WD,7,Power,5
Chennai,Diesel,SUV,30000,800000,1,Tata,Tata Nexon,1970-01-01 00:00:00.000002021,Third Party insurance,1497.0,Manual,21.5,5,Dark Black,4,FWD,5,Power,5
Chennai,Diesel,Sedan,116377,450000,2,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002012,Third Party insurance,1582.0,Manual,23.9,5,Red,4,FWD,5,Power,4
Chennai,Diesel,Hatchback,13109,785000,1,Volkswagen,Volkswagen Polo,1970-01-01 00:00:00.000002021,Comprehensive,1199.0,Manual,22.07,5,White,3,FWD,5,Power,5
Chennai,Diesel,Sedan,67500,415000,1,Ford,Ford Aspire,1970-01-01 00:00:00.000002015,Comprehensive,1498.0,Manual,25.83,5,White,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,84169,150000,1,Hyundai,Hyundai Santro Xing,1970-01-01 00:00:00.000002007,Third Party insurance,1086.0,Manual,18.9,5,Black,4,FWD,5,Power,5
Chennai,Diesel,Sedan,50000,1500000,2,Audi,Audi A3,1970-01-01 00:00:00.000002016,Third Party insurance,1968.0,Automatic,20.38,5,Dark Black,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,80000,170000,3,Ford,Ford Figo,1970-01-01 00:00:00.000002011,Third Party insurance,1196.0,Manual,15.6,5,Dark Black,4,Front Wheel Drive,5,Power,5
Chennai,Petrol,MUV,14475,1000000,1,Maruti,Maruti Ertiga,1970-01-01 00:00:00.000002022,Comprehensive,1373.0,Manual,16.02,7,Grey,4,FWD,7,Power,5
Chennai,Petrol,Hatchback,20000,570000,3,Hyundai,Hyundai Grand i10 Nios,1970-01-01 00:00:00.000002020,Third Party insurance,1197.0,Automatic,20.7,5,Dark Black,4,FWD,5,Electric,5
Chennai,Petrol,Hatchback,53631,638000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002018,Third Party insurance,1197.0,Automatic,21.4,5,Red,4,FWD,5,Power,5
Chennai,Petrol,SUV,92562,674000,1,Ford,Ford Ecosport,1970-01-01 00:00:00.000002018,Third Party,1497.0,Automatic,14.8,5,Blue,3,FWD,5,Power,4
Chennai,Petrol,Sedan,90000,200000,3,Maruti,Maruti SX4,1970-01-01 00:00:00.000002010,Third Party insurance,1586.0,Manual,15.0,5,Dark Black,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,24690,433000,1,Maruti,Maruti Alto 800,1970-01-01 00:00:00.000002021,Zero Dep,796.0,Manual,22.05,5,Blue,3,FWD,5,Power,5
Chennai,Petrol,Hatchback,15915,518000,1,Renault,Renault KWID,1970-01-01 00:00:00.000002020,Comprehensive,999.0,Automatic,22.0,5,Brown,3,FWD,5,Electric,5
Chennai,Diesel,Hatchback,100000,175000,2,Ford,Ford Figo,1970-01-01 00:00:00.000002011,Third Party insurance,1399.0,Manual,20.0,5,Green,4,Front Wheel Drive,5,Power,5
Chennai,Petrol,SUV,36390,840000,1,Renault,Renault Kiger,1970-01-01 00:00:00.000002021,Comprehensive,999.0,Manual,20.5,5,Blue,3,FWD,5,Electric,5
Chennai,Petrol,Hatchback,9112,295000,1,Maruti,Maruti Ritz,1970-01-01 00:00:00.000002012,Comprehensive,1197.0,Manual,21.1,5,Red,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,13923,740000,1,Ford,Ford Figo,1970-01-01 00:00:00.000002021,Comprehensive,1194.0,Automatic,16.0,5,White,3,FWD,5,Electric,5
Chennai,Petrol,Hatchback,58263,520000,1,Maruti,Maruti Celerio,1970-01-01 00:00:00.000002017,Comprehensive,998.0,Manual,25.24,5,Blue,3,FWD,5,Electric,5
Chennai,Petrol,Minivans,20000,470000,1,Maruti,Maruti Eeco,1970-01-01 00:00:00.000002021,Third Party insurance,1196.0,Manual,16.11,7,Gray,4,FWD,7,Manual,5
Chennai,Diesel,Hatchback,80000,200000,3,Maruti,Maruti Ritz,1970-01-01 00:00:00.000002015,Third Party insurance,1248.0,Manual,23.2,5,Dark Black,4,FWD,5,Power,5
Chennai,Diesel,Hatchback,65991,395000,0,Maruti,Maruti Swift,1970-01-01 00:00:00.000002013,Third Party insurance,1248.0,Manual,22.9,5,Blue,4,FWD,5,Power,5
Chennai,Diesel,Hatchback,13397,350000,1,Mahindra,Mahindra KUV 100 NXT,1970-01-01 00:00:00.000002016,Comprehensive,1198.0,Manual,25.32,6,Red,3,FWD,6,Power,5
Chennai,Petrol,Sedan,57121,550000,2,Maruti,Maruti Ciaz,1970-01-01 00:00:00.000002015,Comprehensive,1373.0,Automatic,19.12,5,Brown,4,FWD,5,Power,4
Chennai,Petrol,Sedan,70418,400000,1,Tata,Tata Zest,1970-01-01 00:00:00.000002015,Comprehensive,1193.0,Manual,17.57,5,PLATINUM SILVER,4,FWD,5,Power,4
Chennai,Petrol,Sedan,22421,640000,0,Honda,Honda Amaze,1970-01-01 00:00:00.000002019,Third Party insurance,1199.0,Automatic,19.0,5,Red,4,FWD,5,Power,4
Chennai,Diesel,Hatchback,83045,135000,0,Tata,Tata Indica,1970-01-01 00:00:00.000002009,Third Party insurance,1405.0,Manual,17.0,5,Orange,4,2 WD,5,Power,5
Chennai,Petrol,Hatchback,86715,170000,0,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002008,Third Party insurance,1197.0,Manual,20.36,5,Black,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,77032,195000,0,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002008,Third Party insurance,1086.0,Manual,19.81,5,Red,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,21614,312000,1,Datsun,Datsun RediGO,1970-01-01 00:00:00.000002019,Third Party insurance,799.0,Manual,22.7,5,White,3,2WD,5,Power,5
Chennai,Petrol,Hatchback,35375,383000,1,Maruti,Maruti Alto 800,1970-01-01 00:00:00.000002020,Third Party,796.0,Manual,22.05,5,Silver,3,FWD,5,Power,5
Chennai,Diesel,Sedan,89545,310000,0,Volkswagen,Volkswagen Vento,1970-01-01 00:00:00.000002010,Third Party insurance,1598.0,Manual,20.54,5,Silver,4,FWD,5,Power,4
Chennai,Petrol,Hatchback,83298,590000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002019,Third Party insurance,1197.0,Manual,18.6,5,Silver,4,FWD,5,Power,5
Chennai,Petrol,Hatchback,33250,758000,1,Maruti,Maruti Ignis,1970-01-01 00:00:00.000002022,Zero Dep,1197.0,Automatic,20.89,5,Blue,4,FWD,5,Electric,5
Chennai,Petrol,Hatchback,75000,480000,2,Honda,Honda Jazz,1970-01-01 00:00:00.000002015,Comprehensive,1199.0,Manual,18.2,5,Grey,4,FWD,5,Power,5
Chennai,Diesel,SUV,87026,794000,1,Ford,Ford Ecosport,1970-01-01 00:00:00.000002018,Comprehensive,1498.0,Manual,23.0,5,Red,4,FWD,5,Power,4
Chennai,Diesel,MUV,33000,2850000,1,Toyota,Toyota Innova Crysta,1970-01-01 00:00:00.000002021,Comprehensive,2393.0,Automatic,12.0,7,White,4,RWD,7,Power,5
Chennai,Petrol,Sedan,37294,1069000,2,Honda,Honda City,1970-01-01 00:00:00.000002020,Comprehensive,1498.0,Manual,18.6,5,Maroon,4,FWD,5,Electric,4
