City,Fuel Type,Body Type,km,price,ownerNo,Manufacturer,model,modelYear,Insurance Validity,Engine Displacement,Transmission,Mileage,Seats,Color,No of Cylinder,Drive Type,Seating Capacity,Steering Type,No Door Numbers
Hyderabad,Petrol,MUV,10000,1200000,1,Maruti,Maruti XL6,1970-01-01 00:00:00.000002021,Third Party insurance,1462.0,Manual,19.01,6,Dark Black,4,FWD,6,Power,5
Hyderabad,Diesel,Hatchback,122617,401000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002013,Comprehensive,1396.0,Manual,21.9,5,Red,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,93593,347000,1,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002015,Third Party,1086.0,Manual,19.81,5,Silver,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,76000,409999,2,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002012,Third Party insurance,1197.0,Manual,17.0,5,Maroon,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,51216,764000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002020,Third Party insurance,1197.0,Manual,18.6,5,Silver,4,FWD,5,Power,5
Hyderabad,Petrol,SUV,36714,1400000,1,Hyundai,Hyundai Creta,1970-01-01 00:00:00.000002021,Comprehensive,1497.0,Manual,18.9,5,Red,4,FWD,5,Power,5
Hyderabad,Diesel,Hatchback,61626,831000,1,Tata,Tata Altroz,1970-01-01 00:00:00.000002021,Third Party insurance,1497.0,Manual,23.64,5,Red,4,FWD,5,Electric,5
Hyderabad,Petrol,Hatchback,47741,535000,2,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002016,Comprehensive,1197.0,Manual,21.4,5,Silver,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,63000,465000,1,Hyundai,Hyundai Grand i10,1970-01-01 00:00:00.000002014,Third Party insurance,1197.0,Manual,18.9,5,Orange,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,60894,415000,1,Renault,Renault KWID,1970-01-01 00:00:00.000002020,Zero Dep,999.0,Manual,21.74,5,Red,3,FWD,5,Electric,5
Hyderabad,Petrol,Sedan,70000,229999,2,Honda,Honda City,1970-01-01 00:00:00.000002008,Third Party insurance,1497.0,Manual,16.9,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,51000,320000,1,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002012,Third Party insurance,1086.0,Manual,19.81,5,Grey,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,110000,400000,1,Tata,Tata Tiago,1970-01-01 00:00:00.000002016,Third Party insurance,1199.0,Manual,23.84,5,Dark Black,3,FWD,5,Power,5
Hyderabad,Petrol,SUV,10000,1200000,1,Hyundai,Hyundai Venue,1970-01-01 00:00:00.000002022,Third Party insurance,1197.0,Manual,18.9,5,Black,4,FWD,5,Power,5
Hyderabad,Diesel,SUV,95000,1100000,1,BMW,BMW X1,1970-01-01 00:00:00.000002011,Third Party insurance,1995.0,Automatic,17.05,5,Blue,4,RWD,5,Power,5
Hyderabad,Diesel,Sedan,66000,850000,1,Maruti,Maruti Ciaz,1970-01-01 00:00:00.000002018,Comprehensive,1498.0,Manual,26.82,5,Blue,4,FWD,5,Power,4
Hyderabad,Diesel,SUV,80642,390000,1,Mahindra,Mahindra Scorpio,1970-01-01 00:00:00.000002011,Third Party insurance,2179.0,Manual,12.05,7,Green,4,2WD,7,Power,5
Hyderabad,Diesel,SUV,70000,1225000,1,Hyundai,Hyundai Creta,1970-01-01 00:00:00.000002018,Third Party insurance,1582.0,Automatic,17.01,5,White,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,15700,749000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002020,Zero Dep,1197.0,Manual,21.01,5,Grey,4,FWD,5,Electric,5
Hyderabad,Petrol,SUV,81764,1001000,1,Hyundai,Hyundai Creta,1970-01-01 00:00:00.000002018,Third Party,1591.0,Manual,13.0,5,Dark Black,4,FWD,5,Power,5
Hyderabad,Petrol,Sedan,95933,781000,1,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002018,Third Party insurance,1368.0,Manual,19.1,5,White,4,FWD,5,Power,4
Hyderabad,Petrol,SUV,23000,1650000,1,Jeep,Jeep Compass,1970-01-01 00:00:00.000002019,Third Party insurance,1368.0,Manual,16.0,5,Grey,4,4X2,5,Power,5
Hyderabad,Petrol,Hatchback,85589,426000,2,Honda,Honda Jazz,1970-01-01 00:00:00.000002015,Third Party insurance,1199.0,Manual,18.7,5,White,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,72793,616000,2,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002017,Comprehensive,1197.0,Manual,18.6,5,Red,4,FWD,5,Power,5
Hyderabad,Diesel,Sedan,92000,490000,1,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002013,Third Party insurance,1582.0,Automatic,22.32,5,White,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,95255,428000,2,Maruti,Maruti Swift,1970-01-01 00:00:00.000002014,Third Party insurance,1197.0,Manual,22.38,5,Silver,4,FWD,5,Electric,5
Hyderabad,Diesel,MUV,59000,2275000,1,Toyota,Toyota Innova Crysta,1970-01-01 00:00:00.000002019,Comprehensive,2393.0,Manual,13.68,8,Silver,7,RWD,8,Power,5
Hyderabad,Petrol,Hatchback,89242,670000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002018,Zero Dep,1197.0,Automatic,21.4,5,Red,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,40503,337000,1,Honda,Honda Brio,1970-01-01 00:00:00.000002012,Comprehensive,1198.0,Manual,19.4,5,Dark Black,4,FWD,5,Power,5
Hyderabad,Diesel,Sedan,20000,1350000,1,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002022,Third Party insurance,1493.0,Manual,25.0,5,Black,4,FWD,5,Electric,4
Hyderabad,Petrol,Sedan,96863,611000,1,Honda,Honda Amaze,1970-01-01 00:00:00.000002018,Third Party,1199.0,Manual,19.5,5,White,4,FWD,5,Power,4
Hyderabad,Petrol,SUV,30300,975000,1,Honda,Honda WR-V,1970-01-01 00:00:00.000002021,Third Party,1199.0,Manual,16.5,5,Grey,4,FWD,5,Electric,5
Hyderabad,Petrol,Sedan,40000,825000,2,Honda,Honda City,1970-01-01 00:00:00.000002017,Third Party insurance,1497.0,Manual,17.8,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Diesel,Sedan,120000,400000,1,Honda,Honda Amaze,1970-01-01 00:00:00.000002014,Third Party insurance,1498.0,Manual,25.8,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Diesel,SUV,27892,900000,1,Mahindra,Mahindra XUV500,1970-01-01 00:00:00.000002013,Not Available,2179.0,Manual,15.1,7,Purple,4,AWD,7,Power,5
Hyderabad,Petrol,Hatchback,90000,650000,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002020,Third Party insurance,1197.0,Manual,21.21,5,Dark Black,4,FWD,5,Electric,5
Hyderabad,Lpg,Hatchback,100000,225000,1,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002009,Third Party insurance,1061.0,Manual,17.3,5,Dark Black,4,FWD,5,Manual,5
Hyderabad,Petrol,Hatchback,73000,400000,2,Hyundai,Hyundai Grand i10,1970-01-01 00:00:00.000002014,Comprehensive,1197.0,Manual,18.9,5,Grey,4,FWD,5,Power,5
Hyderabad,Petrol,Sedan,30000,2250000,1,Honda,Honda City Hybrid,1970-01-01 00:00:00.000002022,Third Party insurance,1498.0,Automatic,26.5,5,Dark Black,4,FWD,5,Electric,4
Hyderabad,Petrol,Sedan,32152,707000,1,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002018,Zero Dep,1197.0,Automatic,21.21,5,White,4,FWD,5,Power,4
Hyderabad,Diesel,Hatchback,58241,576000,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002015,Comprehensive,1248.0,Manual,25.2,5,Red,4,FWD,5,Power,5
Hyderabad,Diesel,MUV,120000,560000,2,Maruti,Maruti Ertiga,1970-01-01 00:00:00.000002014,Third Party insurance,1248.0,Manual,20.77,7,Dark Black,4,FWD,7,Power,5
Hyderabad,Petrol,Sedan,94141,455999,2,Honda,Honda City,1970-01-01 00:00:00.000002013,Comprehensive,1497.0,Manual,16.8,5,Black,4,FWD,5,Power,4
Hyderabad,Petrol,Sedan,59411,685000,1,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002017,Zero Dep,1197.0,Automatic,21.21,5,Silver,4,FWD,5,Power,4
Hyderabad,Petrol,Sedan,17105,1205000,1,Volkswagen,Volkswagen Jetta,1970-01-01 00:00:00.000002016,Third Party insurance,1390.0,Manual,14.69,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Diesel,Sedan,37100,975000,2,Maruti,Maruti Ciaz,1970-01-01 00:00:00.000002018,Third Party insurance,1248.0,Manual,28.09,5,Blue,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,103211,289000,2,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002012,Third Party,1197.0,Manual,20.36,5,Silver,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,113543,290000,2,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002012,Third Party,998.0,Manual,18.9,5,White,3,FWD,5,Power,4
Hyderabad,Diesel,SUV,120000,425000,2,Mahindra,Mahindra Scorpio,1970-01-01 00:00:00.000002010,Third Party insurance,2179.0,Manual,12.05,7,Black,4,2 WD,7,Power,5
Hyderabad,Diesel,Sedan,99334,407000,1,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002012,Third Party,1248.0,Manual,19.3,5,White,4,2 WD,5,Power,4
Hyderabad,Diesel,Sedan,156126,300000,1,Ford,Ford Fiesta,1970-01-01 00:00:00.000002014,Comprehensive,1498.0,Manual,25.01,5,Silver,4,FWD,5,Power,4
Hyderabad,Diesel,SUV,68000,1195000,2,Hyundai,Hyundai Creta,1970-01-01 00:00:00.000002017,Comprehensive,1582.0,Automatic,17.01,5,Red,4,FWD,5,Power,5
Hyderabad,Petrol,Sedan,100000,390000,2,Honda,Honda Amaze,1970-01-01 00:00:00.000002014,Third Party insurance,1198.0,Manual,18.0,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,54000,225000,1,Hyundai,Hyundai Santro Xing,1970-01-01 00:00:00.000002008,Third Party insurance,1086.0,Manual,18.9,5,Red,4,FWD,5,Power,5
Hyderabad,Diesel,Sedan,110000,650000,2,Maruti,Maruti Swift Dzire Tour,1970-01-01 00:00:00.000002019,Third Party insurance,1248.0,Manual,19.95,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Petrol,Sedan,110000,250000,2,Fiat,Fiat Linea,1970-01-01 00:00:00.000002010,Third Party insurance,1368.0,Manual,16.0,5,White,4,FWD,5,Power,4
Hyderabad,Petrol,Sedan,76000,475000,1,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002011,Third Party insurance,1396.0,Manual,17.43,5,Silver,4,FWD,5,Power,4
Hyderabad,Diesel,Sedan,60000,700000,2,Nissan,Nissan Sunny,1970-01-01 00:00:00.000002020,Third Party insurance,1461.0,Manual,22.71,5,Dark Black,4,FWD,5,Electric,4
Hyderabad,Petrol,Hatchback,71974,559000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002017,Third Party insurance,1197.0,Manual,21.4,5,Silver,4,FWD,5,Power,5
Hyderabad,Diesel,SUV,105562,789000,1,Maruti,Maruti Vitara Brezza,1970-01-01 00:00:00.000002016,Third Party insurance,1248.0,Manual,24.3,5,Silver,4,FWD,5,Power,5
Hyderabad,Diesel,SUV,110000,950000,2,Mahindra,Mahindra XUV500,1970-01-01 00:00:00.000002015,Third Party insurance,2179.0,Manual,16.0,7,Dark Black,4,FWD,7,Power,5
Hyderabad,Petrol,SUV,1330,1297000,1,Maruti,Maruti Brezza,1970-01-01 00:00:00.000002023,Third Party,1462.0,Manual,19.89,5,Red,4,FWD,5,Electric,5
Hyderabad,Petrol,Sedan,30973,750000,2,Honda,Honda Amaze,1970-01-01 00:00:00.000002021,Third Party insurance,1199.0,Manual,18.6,5,Red,4,FWD,5,Electric,4
Hyderabad,Petrol,Hatchback,100000,330000,2,Hyundai,Hyundai i10,1970-01-01 00:00:00.000002011,Third Party insurance,1197.0,Automatic,16.95,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,9351,691000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002018,Third Party insurance,1197.0,Manual,18.6,5,Silver,4,FWD,5,Power,5
Hyderabad,Petrol,SUV,46000,775000,1,Nissan,Nissan Terrano,1970-01-01 00:00:00.000002017,Third Party insurance,1598.0,Manual,13.24,5,b grey,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,56133,214000,2,Maruti,Maruti Alto 800,1970-01-01 00:00:00.000002013,Third Party insurance,796.0,Manual,22.05,5,White,3,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,92370,231999,1,Maruti,Maruti Alto K10,1970-01-01 00:00:00.000002013,Comprehensive,998.0,Manual,24.39,5,Silver,3,FWD,5,Power,5
Hyderabad,Petrol,Sedan,68000,425000,1,Toyota,Toyota Etios,1970-01-01 00:00:00.000002012,Comprehensive,1496.0,Manual,17.6,5,Silver,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,38313,281000,1,Maruti,Maruti Alto K10,1970-01-01 00:00:00.000002014,Third Party,998.0,Manual,24.39,5,White,3,FWD,5,Power,5
Hyderabad,Diesel,Sedan,110000,600000,1,Tata,Tata Zest,1970-01-01 00:00:00.000002019,Third Party insurance,1248.0,Manual,22.95,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Petrol,Sedan,10000,950000,1,Maruti,Maruti Ciaz,1970-01-01 00:00:00.000002021,Third Party insurance,1462.0,Manual,20.65,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Petrol,Sedan,80000,600000,2,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002015,Third Party insurance,1591.0,Manual,17.01,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Diesel,SUV,120000,500000,3,Nissan,Nissan Terrano,1970-01-01 00:00:00.000002014,Third Party insurance,1461.0,Manual,19.01,5,Gray,4,FWD,5,Power,5
Hyderabad,Diesel,Sedan,90000,555000,2,Volkswagen,Volkswagen Vento,1970-01-01 00:00:00.000002015,Third Party insurance,1498.0,Manual,20.34,5,Gray,4,FWD,5,Power,4
Hyderabad,Diesel,Sedan,87000,449000,2,Volkswagen,Volkswagen Vento,1970-01-01 00:00:00.000002012,Third Party insurance,1598.0,Manual,20.54,5,White,4,Two Wheel Drive,5,Power,4
Hyderabad,Petrol,Hatchback,70000,640000,2,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002018,Third Party insurance,1197.0,Manual,21.4,5,Dark Black,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,53179,263000,2,Maruti,Maruti Alto K10,1970-01-01 00:00:00.000002014,Third Party insurance,998.0,Manual,24.39,5,Silver,3,FWD,5,Power,5
Hyderabad,Petrol,SUV,48902,939000,1,Tata,Tata Nexon,1970-01-01 00:00:00.000002020,Third Party,1198.0,Manual,17.0,5,Grey,3,FWD,5,Power,5
Hyderabad,Diesel,Sedan,90000,455000,3,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002012,Third Party insurance,1582.0,Automatic,22.32,5,Silver,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,45025,777000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002019,Third Party insurance,1197.0,Automatic,17.4,5,Blue,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,22356,701000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002017,Third Party insurance,1197.0,Automatic,21.4,5,Blue,4,FWD,5,Power,5
Hyderabad,Diesel,Sedan,96000,625000,1,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002014,Third Party insurance,1582.0,Automatic,22.32,5,White,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,35564,478000,2,Maruti,Maruti Celerio,1970-01-01 00:00:00.000002019,Comprehensive,998.0,Manual,25.24,5,Silver,3,FWD,5,Electric,5
Hyderabad,Diesel,Hatchback,72632,465000,1,Fiat,Fiat Punto,1970-01-01 00:00:00.000002016,Third Party insurance,1248.0,Manual,20.3,5,Grey,4,FWD,5,Power,5
Hyderabad,Petrol,Sedan,57349,472000,1,Toyota,Toyota Etios,1970-01-01 00:00:00.000002015,Comprehensive,1496.0,Manual,16.78,5,Orange,4,FWD,5,Power,4
Hyderabad,Diesel,Sedan,31915,604000,1,Honda,Honda Amaze,1970-01-01 00:00:00.000002018,Comprehensive,1498.0,Manual,25.8,5,Silver,4,FWD,5,Power,4
Hyderabad,Diesel,Sedan,80000,1050000,1,Volvo,Volvo S60,1970-01-01 00:00:00.000002012,Third Party insurance,2400.0,Automatic,13.2,5,Maroon,5,All Wheel Drive,5,Power,4
Hyderabad,Petrol,Hatchback,44094,273000,1,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002010,Comprehensive,998.0,Manual,18.9,5,Silver,3,FWD,5,Power,4
Hyderabad,Diesel,MUV,236000,499000,1,Toyota,Toyota Innova,1970-01-01 00:00:00.000002008,Third Party insurance,2494.0,Manual,12.8,8,Brown,4,FWD,8,Power,5
Hyderabad,Diesel,Sedan,75000,299000,1,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002008,Third Party insurance,1493.0,Manual,16.8,5,White,4,FWD,5,Power,4
Hyderabad,Diesel,Sedan,92000,425000,1,Skoda,Skoda Laura,1970-01-01 00:00:00.000002009,Third Party insurance,1896.0,Automatic,17.0,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Diesel,Hatchback,148914,194000,2,Tata,Tata Indica,1970-01-01 00:00:00.000002004,Not Available,1405.0,Manual,13.5,5,Grey,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,48000,499000,1,Maruti,Maruti S-Presso,1970-01-01 00:00:00.000002020,Third Party insurance,998.0,Automatic,21.7,5,White,3,FWD,5,Power,5
Hyderabad,Petrol,SUV,10000,1650000,1,Volkswagen,Volkswagen Taigun,1970-01-01 00:00:00.000002022,Third Party insurance,999.0,Automatic,18.41,5,White,3,FWD,5,Electric,5
Hyderabad,Diesel,Sedan,33600,750000,1,Honda,Honda Amaze,1970-01-01 00:00:00.000002018,Comprehensive,1498.0,Manual,27.4,5,Radiant Red M,4,FWD,5,Power,4
Hyderabad,Petrol,Sedan,68950,724000,2,Toyota,Toyota Yaris,1970-01-01 00:00:00.000002018,Comprehensive,1496.0,Automatic,17.8,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,47763,300000,1,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002012,Third Party insurance,998.0,Manual,18.9,5,Silver,3,FWD,5,Power,4
Hyderabad,Petrol,MUV,8368,800000,1,Renault,Renault Triber,1970-01-01 00:00:00.000002022,Third Party insurance,999.0,Manual,20.0,7,White,3,FWD,7,Electric,5
Hyderabad,Diesel,SUV,51897,810000,1,Tata,Tata Nexon,1970-01-01 00:00:00.000002018,Third Party insurance,1497.0,Manual,23.22,5,Silver,4,FWD,5,Electric,5
Hyderabad,Petrol,Sedan,40274,459000,2,Honda,Honda Amaze,1970-01-01 00:00:00.000002014,Third Party,1198.0,Manual,18.0,5,Silver,4,FWD,5,Power,4
Hyderabad,Diesel,Sedan,90000,750000,1,BMW,BMW 3 Series,1970-01-01 00:00:00.000002012,Third Party insurance,1995.0,Automatic,18.88,5,Dark Black,4,RWD,5,Power,4
Hyderabad,Petrol,Hatchback,62648,497000,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002016,Comprehensive,1197.0,Manual,22.38,5,Red,4,FWD,5,Electric,5
Hyderabad,Petrol,Hatchback,58448,577000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002017,Comprehensive,1197.0,Manual,21.4,5,Blue,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,40000,670000,1,Hyundai,Hyundai Grand i10 Nios,1970-01-01 00:00:00.000002022,Third Party insurance,1197.0,Manual,20.7,5,Black,4,FWD,5,Electric,5
Hyderabad,Diesel,SUV,88695,690000,1,Ford,Ford Ecosport,1970-01-01 00:00:00.000002017,Third Party insurance,1498.0,Manual,22.77,5,Dark Black,4,FWD,5,Power,5
Hyderabad,Diesel,SUV,20000,1700000,1,MG,MG Hector,1970-01-01 00:00:00.000002021,Third Party insurance,1956.0,Manual,17.41,5,Dark Black,4,FWD,5,Power,5
Hyderabad,Diesel,Sedan,99840,252000,1,Tata,Tata Zest,1970-01-01 00:00:00.000002014,Not Available,1248.0,Manual,20.65,5,White,4,FWD,5,Power,4
Hyderabad,Diesel,Hatchback,120000,294000,2,Volkswagen,Volkswagen Polo,1970-01-01 00:00:00.000002012,Third Party insurance,1199.0,Manual,22.07,5,Dark Black,3,FWD,5,Power,5
Hyderabad,Petrol,Sedan,10000,1900000,1,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002023,Third Party insurance,1482.0,Manual,20.0,5,Black,4,FWD,5,Electric,4
Hyderabad,Petrol,Sedan,20000,1850000,2,Volkswagen,Volkswagen Virtus,1970-01-01 00:00:00.000002022,Third Party insurance,999.0,Automatic,18.12,5,White,3,FWD,5,Electric,4
Hyderabad,Petrol,Sedan,20000,700000,1,Honda,Honda Amaze,1970-01-01 00:00:00.000002018,Third Party insurance,1199.0,Automatic,18.1,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Petrol,Sedan,31000,1350000,1,Honda,Honda City,1970-01-01 00:00:00.000002021,Third Party insurance,1497.0,Automatic,18.0,5,White,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,93407,470000,2,Tata,Tata Tiago,1970-01-01 00:00:00.000002018,Comprehensive,1199.0,Manual,23.84,5,White,3,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,75932,320000,2,Maruti,Maruti Swift,1970-01-01 00:00:00.000002011,Comprehensive,1197.0,Manual,22.38,5,Silver,4,FWD,5,Electric,5
Hyderabad,Petrol,Hatchback,44000,650000,1,Volkswagen,Volkswagen Polo,1970-01-01 00:00:00.000002015,Comprehensive,1197.0,Automatic,17.21,5,Grey,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,62936,529000,1,Hyundai,Hyundai Santro,1970-01-01 00:00:00.000002019,Third Party insurance,1086.0,Automatic,20.3,5,Red,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,40841,646000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002016,Comprehensive,1197.0,Manual,18.6,5,White,4,FWD,5,Power,5
Hyderabad,Diesel,Sedan,150000,480000,2,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002016,Third Party insurance,1248.0,Manual,26.59,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,66561,607000,1,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002017,Third Party insurance,1197.0,Manual,18.6,5,Red,4,FWD,5,Power,5
Hyderabad,Diesel,Hatchback,114800,160000,2,Tata,Tata Indica V2,1970-01-01 00:00:00.000002016,Third Party insurance,1396.0,Manual,25.0,5,Grey,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,97726,374000,1,Maruti,Maruti Celerio,1970-01-01 00:00:00.000002016,Third Party insurance,998.0,Manual,25.24,5,Silver,3,FWD,5,Electric,5
Hyderabad,Petrol,SUV,81462,817000,1,Ford,Ford Ecosport,1970-01-01 00:00:00.000002019,Third Party insurance,1497.0,Manual,17.0,5,Red,3,FWD,5,Power,4
Hyderabad,Diesel,Hatchback,120000,180000,1,Tata,Tata Indica V2,1970-01-01 00:00:00.000002015,Third Party insurance,1396.0,Manual,25.0,5,Dark Black,4,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,31286,680000,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002019,Third Party,1197.0,Automatic,22.56,5,Silver,4,FWD,5,Electric,5
Hyderabad,Petrol,Hatchback,20000,1000000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002022,Third Party insurance,1197.0,Manual,22.35,5,White,4,FWD,5,Electric,5
Hyderabad,Petrol,Hatchback,20000,1000000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002022,Third Party insurance,1197.0,Manual,22.35,5,White,4,FWD,5,Electric,5
Hyderabad,Petrol,Sedan,57600,1080000,1,Hyundai,Hyundai Verna,1970-01-01 00:00:00.000002018,Third Party insurance,1591.0,Automatic,17.0,5,Black,4,FWD,5,Power,4
Hyderabad,Petrol,Sedan,54000,315000,1,Chevrolet,Chevrolet Sail,1970-01-01 00:00:00.000002013,Third Party insurance,1199.0,Manual,18.2,5,Silver,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,50000,160000,2,Maruti,Maruti 800,1970-01-01 00:00:00.000001985,Third Party insurance,796.0,Manual,16.1,4,White,3,FWD,4,Manual,4
Hyderabad,Petrol,Hatchback,20000,760000,1,Maruti,Maruti Baleno,1970-01-01 00:00:00.000002020,Third Party insurance,1197.0,Manual,21.01,5,Gray,4,FWD,5,Electric,5
Hyderabad,Diesel,MUV,100000,300000,2,Tata,Tata Aria,1970-01-01 00:00:00.000002011,Third Party insurance,2179.0,Manual,13.7,7,White,4,FWD,7,Power,5
Hyderabad,Petrol,Sedan,40000,825000,2,Honda,Honda City,1970-01-01 00:00:00.000002017,Third Party insurance,1497.0,Manual,17.8,5,Dark Black,4,FWD,5,Power,4
Hyderabad,Diesel,Sedan,49260,741000,1,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002017,Third Party,1248.0,Automatic,28.4,5,Blue,4,FWD,5,Power,4
Hyderabad,Petrol,Hatchback,73069,365000,1,Maruti,Maruti Celerio,1970-01-01 00:00:00.000002015,Third Party insurance,998.0,Manual,25.24,5,White,3,FWD,5,Electric,5
Hyderabad,Petrol,Hatchback,80000,409999,1,Maruti,Maruti Swift,1970-01-01 00:00:00.000002013,Third Party insurance,1197.0,Manual,18.6,5,Dark Black,4,FWD,5,Power,5
Hyderabad,Petrol,Sedan,78850,475000,1,Maruti,Maruti Swift Dzire,1970-01-01 00:00:00.000002014,Third Party insurance,1197.0,Manual,22.41,5,White,4,FWD,5,Electric,4
Hyderabad,Petrol,Hatchback,89224,561000,2,Hyundai,Hyundai i20,1970-01-01 00:00:00.000002016,Third Party insurance,1197.0,Manual,18.6,5,Red,4,FWD,5,Power,5
Hyderabad,Diesel,MUV,90000,1200000,2,Tata,Tata Hexa,1970-01-01 00:00:00.000002017,Third Party insurance,2179.0,Automatic,17.6,7,Dark Black,4,AWD,7,Power,5
Hyderabad,Petrol,Hatchback,59084,411000,2,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002017,Comprehensive,998.0,Manual,20.51,5,White,3,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,70000,459999,1,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002016,Third Party insurance,998.0,Automatic,20.51,5,Grey,3,FWD,5,Power,5
Hyderabad,Petrol,Hatchback,59730,309000,2,Maruti,Maruti Wagon R,1970-01-01 00:00:00.000002013,Third Party insurance,998.0,Manual,18.9,5,Silver,3,FWD,5,Power,4
Hyderabad,Petrol,Sedan,50933,594000,1,Honda,Honda City,1970-01-01 00:00:00.000002015,Third Party,1497.0,Manual,17.4,5,White,4,FWD,5,Power,4
Hyderabad,Diesel,Hatchback,40000,1800000,2,Volvo,Volvo V40,1970-01-01 00:00:00.000002016,Third Party insurance,1984.0,Automatic,16.8,5,Dark Black,5,FWD,5,Power,5
